tanggal,kandang,lokasi,umur_minggu,populasi,mati,produksi_butir,pakan_kg,suhu_c,anomali_flag,total_telur_kg,fcr
2023-05-25,K001,Dataran Tinggi,36.6,1500,0,1281,163.56,25.9,False,76.86,2.128024980483997
2023-05-26,K001,Dataran Tinggi,36.7,1500,0,1283,179.21,22.8,False,76.98,2.3280072746167835
2023-05-27,K001,Dataran Tinggi,36.9,1500,0,1283,186.12,24.6,False,76.98,2.4177708495713173
2023-05-28,K001,Dataran Tinggi,37.0,1500,0,1281,183.49,25.0,False,76.86,2.387327608639084
2023-05-29,K001,Dataran Tinggi,37.1,1500,0,1283,167.63,23.8,False,76.98,2.1775785918420367
2023-05-30,K001,Dataran Tinggi,37.3,1500,0,1282,177.08,23.9,False,76.92,2.3021320852834113
2023-05-31,K001,Dataran Tinggi,37.4,1500,0,1283,174.61,20.1,False,76.98,2.268251493894518
2023-06-01,K001,Dataran Tinggi,37.6,1500,0,1283,176.48,24.1,False,76.98,2.29254351779683
2023-06-02,K001,Dataran Tinggi,37.7,1500,0,1282,188.35,25.2,False,76.92,2.4486479459178367
2023-06-03,K001,Dataran Tinggi,37.9,1500,0,1282,171.55,23.8,False,76.92,2.2302392095683827
2023-06-04,K001,Dataran Tinggi,38.0,1500,0,1282,187.98,25.5,False,76.92,2.4438377535101403
2023-06-05,K001,Dataran Tinggi,38.1,1500,0,1281,183.57,23.7,False,76.86,2.388368462138954
2023-06-06,K001,Dataran Tinggi,38.3,1500,0,1283,171.76,23.8,False,76.98,2.2312288906209403
2023-06-07,K001,Dataran Tinggi,38.4,1500,0,1281,182.93,27.4,False,76.86,2.380041634139995
2023-06-08,K001,Dataran Tinggi,38.6,1500,0,1282,169.1,23.7,False,76.92,2.1983879355174207
2023-06-09,K001,Dataran Tinggi,38.7,1500,0,1282,173.49,24.6,False,76.92,2.2554602184087362
2023-06-10,K001,Dataran Tinggi,38.9,1500,0,1282,176.57,24.9,False,76.92,2.295501820072803
2023-06-11,K001,Dataran Tinggi,39.0,1500,0,1283,178.31,25.2,False,76.98,2.316315926214601
2023-06-12,K001,Dataran Tinggi,39.1,1500,0,1281,178.64,28.0,False,76.86,2.3242258652094714
2023-06-13,K001,Dataran Tinggi,39.3,1500,0,1283,188.91,24.6,False,76.98,2.4540140296180826
2023-06-14,K001,Dataran Tinggi,39.4,1500,0,1283,165.37,25.9,False,76.98,2.1482203169654457
2023-06-15,K001,Dataran Tinggi,39.6,1500,0,1281,171.55,21.6,False,76.86,2.2319802237835025
2023-06-16,K001,Dataran Tinggi,39.7,1500,0,1283,171.88,23.2,False,76.98,2.2327877370745646
2023-06-17,K001,Dataran Tinggi,39.9,1500,0,1281,175.0,24.3,False,76.86,2.276867030965392
2023-06-18,K001,Dataran Tinggi,40.0,1500,0,1282,188.6,21.2,False,76.92,2.4518980759230367
2023-06-19,K001,Dataran Tinggi,40.1,1500,0,1280,181.21,22.7,False,76.8,2.3595052083333337
2023-06-20,K001,Dataran Tinggi,40.3,1500,0,1283,176.46,25.2,False,76.98,2.2922837100545594
2023-06-21,K001,Dataran Tinggi,40.4,1500,0,1281,188.1,23.8,False,76.86,2.4473067915690865
2023-06-22,K001,Dataran Tinggi,40.6,1500,0,1282,178.31,19.6,False,76.92,2.318122724908996
2023-06-23,K001,Dataran Tinggi,40.7,1500,0,1282,178.15,24.2,False,76.92,2.316042641705668
2023-06-24,K001,Dataran Tinggi,40.9,1500,0,1283,172.68,22.3,False,76.98,2.2431800467653935
2023-06-25,K001,Dataran Tinggi,41.0,1500,0,1280,166.29,27.5,False,76.8,2.165234375
2023-06-26,K001,Dataran Tinggi,41.1,1500,0,1281,168.49,24.7,False,76.86,2.1921675774134792
2023-06-27,K001,Dataran Tinggi,41.3,1500,0,1282,168.7,24.2,False,76.92,2.1931877275091
2023-06-28,K001,Dataran Tinggi,41.4,1500,0,1283,186.11,23.0,False,76.98,2.4176409457001817
2023-06-29,K001,Dataran Tinggi,41.6,1500,0,1281,188.05,22.5,False,76.86,2.446656258131668
2023-06-30,K001,Dataran Tinggi,41.7,1500,0,1283,185.73,23.4,False,76.98,2.412704598597038
2023-07-01,K001,Dataran Tinggi,41.9,1500,0,1282,169.58,28.0,False,76.92,2.204628185127405
2023-07-02,K001,Dataran Tinggi,42.0,1500,0,1282,170.36,24.9,False,76.92,2.21476859074363
2023-07-03,K001,Dataran Tinggi,42.1,1500,0,1282,162.36,21.6,False,76.92,2.1107644305772233
2023-07-04,K001,Dataran Tinggi,42.3,1500,0,1281,165.8,25.2,False,76.86,2.157168878480354
2023-07-05,K001,Dataran Tinggi,42.4,1500,0,1280,188.58,23.0,False,76.8,2.45546875
2023-07-06,K001,Dataran Tinggi,42.6,1500,0,1282,180.85,26.0,False,76.92,2.3511440457618304
2023-07-07,K001,Dataran Tinggi,42.7,1500,0,1281,188.16,27.0,False,76.86,2.448087431693989
2023-07-08,K001,Dataran Tinggi,42.9,1500,0,1282,166.86,26.6,False,76.92,2.169266770670827
2023-07-09,K001,Dataran Tinggi,43.0,1500,0,1282,163.08,23.5,False,76.92,2.1201248049921997
2023-07-10,K001,Dataran Tinggi,43.1,1500,0,1282,168.91,23.4,False,76.92,2.1959178367134684
2023-07-11,K001,Dataran Tinggi,43.3,1500,0,1282,170.44,28.0,False,76.92,2.215808632345294
2023-07-12,K001,Dataran Tinggi,43.4,1500,0,1283,183.24,21.9,False,76.98,2.3803585346843334
2023-07-13,K001,Dataran Tinggi,43.6,1500,0,1282,179.25,23.5,False,76.92,2.330343213728549
2023-07-14,K001,Dataran Tinggi,43.7,1500,0,1281,183.11,24.8,False,76.86,2.382383554514702
2023-07-15,K001,Dataran Tinggi,43.9,1500,0,1281,185.78,26.9,False,76.86,2.4171220400728597
2023-07-16,K001,Dataran Tinggi,44.0,1500,0,1282,172.31,24.5,False,76.92,2.240119604784191
2023-07-17,K001,Dataran Tinggi,44.1,1500,0,1283,183.23,27.1,False,76.98,2.380228630813198
2023-07-18,K001,Dataran Tinggi,44.3,1500,0,1283,169.04,24.8,False,76.98,2.1958950376721225
2023-07-19,K001,Dataran Tinggi,44.4,1500,0,1283,162.86,25.3,False,76.98,2.11561444531047
2023-07-20,K001,Dataran Tinggi,44.6,1500,0,1282,188.62,24.4,False,76.92,2.452158086323453
2023-07-21,K001,Dataran Tinggi,44.7,1500,0,1283,175.64,24.9,False,76.98,2.28163159262146
2023-07-22,K001,Dataran Tinggi,44.9,1500,0,1283,162.79,25.8,False,76.98,2.1147051182125227
2023-07-23,K001,Dataran Tinggi,45.0,1500,0,1225,163.96,27.4,False,73.5,2.230748299319728
2023-07-24,K001,Dataran Tinggi,45.1,1500,0,1224,163.62,20.9,False,73.44,2.2279411764705883
2023-07-25,K001,Dataran Tinggi,45.3,1500,0,1224,171.07,25.3,False,73.44,2.329384531590414
2023-07-26,K001,Dataran Tinggi,45.4,1500,0,1224,168.55,24.9,False,73.44,2.295070806100218
2023-07-27,K001,Dataran Tinggi,45.6,1500,0,1223,191.04,23.4,False,73.38,2.6034341782502044
2023-07-28,K001,Dataran Tinggi,45.7,1500,0,1223,175.81,25.3,False,73.38,2.3958844371763424
2023-07-29,K001,Dataran Tinggi,45.9,1500,0,1222,184.29,21.2,False,73.32,2.513502454991817
2023-07-30,K001,Dataran Tinggi,46.0,1500,0,1222,168.72,23.1,False,73.32,2.301145662847791
2023-07-31,K001,Dataran Tinggi,46.1,1500,0,1222,170.41,22.2,False,73.32,2.3241953082378615
2023-08-01,K001,Dataran Tinggi,46.3,1500,0,1221,168.12,23.0,False,73.26,2.2948402948402946
2023-08-02,K001,Dataran Tinggi,46.4,1500,0,1221,189.48,23.3,False,73.26,2.586404586404586
2023-08-03,K001,Dataran Tinggi,46.6,1500,0,1220,190.84,27.8,False,73.2,2.607103825136612
2023-08-04,K001,Dataran Tinggi,46.7,1500,0,1220,168.48,23.3,False,73.2,2.301639344262295
2023-08-05,K001,Dataran Tinggi,46.9,1500,0,1220,184.62,24.2,False,73.2,2.5221311475409838
2023-08-06,K001,Dataran Tinggi,47.0,1500,0,1219,187.68,22.1,False,73.14,2.5660377358490565
2023-08-07,K001,Dataran Tinggi,47.1,1500,0,1219,182.16,23.7,False,73.14,2.490566037735849
2023-08-08,K001,Dataran Tinggi,47.3,1500,0,1218,168.28,26.3,False,73.08,2.3026819923371646
2023-08-09,K001,Dataran Tinggi,47.4,1500,0,1218,164.39,25.6,False,73.08,2.249452654625068
2023-08-10,K001,Dataran Tinggi,47.6,1500,0,1218,187.83,26.5,False,73.08,2.5701970443349755
2023-08-11,K001,Dataran Tinggi,47.7,1500,0,1217,164.26,21.8,False,73.02,2.2495206792659546
2023-08-12,K001,Dataran Tinggi,47.9,1500,0,1217,182.97,24.3,False,73.02,2.5057518488085457
2023-08-13,K001,Dataran Tinggi,48.0,1500,0,1216,181.79,22.5,False,72.96,2.491639254385965
2023-08-14,K001,Dataran Tinggi,48.1,1500,0,1216,185.95,22.0,False,72.96,2.5486567982456143
2023-08-15,K001,Dataran Tinggi,48.3,1500,0,1216,169.55,24.8,False,72.96,2.3238760964912286
2023-08-16,K001,Dataran Tinggi,48.4,1500,0,1215,186.71,25.6,False,72.9,2.561179698216735
2023-08-17,K001,Dataran Tinggi,48.6,1500,0,1215,182.21,27.2,False,72.9,2.499451303155007
2023-08-18,K001,Dataran Tinggi,48.7,1500,0,1214,166.36,22.4,False,72.84,2.28390993959363
2023-08-19,K001,Dataran Tinggi,48.9,1500,0,1214,166.43,24.9,False,72.84,2.2848709500274573
2023-08-20,K001,Dataran Tinggi,49.0,1500,0,1214,161.89,21.0,False,72.84,2.222542559033498
2023-08-21,K001,Dataran Tinggi,49.1,1500,0,1213,180.28,21.3,False,72.78,2.47705413575158
2023-08-22,K001,Dataran Tinggi,49.3,1500,0,1213,184.63,23.1,False,72.78,2.5368233031052485
2023-08-23,K001,Dataran Tinggi,49.4,1500,0,1212,190.01,21.0,False,72.72,2.612898789878988
2023-08-24,K001,Dataran Tinggi,49.6,1500,0,1212,164.71,24.7,False,72.72,2.26498899889989
2023-08-25,K001,Dataran Tinggi,49.7,1500,0,1212,170.55,24.2,False,72.72,2.3452970297029703
2023-08-26,K001,Dataran Tinggi,49.9,1500,0,1211,171.87,24.0,False,72.66,2.365400495458299
2023-08-27,K001,Dataran Tinggi,50.0,1500,0,1211,190.32,22.7,False,72.66,2.6193228736581338
2023-08-28,K001,Dataran Tinggi,50.1,1500,0,1210,162.35,19.6,False,72.6,2.2362258953168044
2023-08-29,K001,Dataran Tinggi,50.3,1500,0,1210,181.79,22.8,False,72.6,2.5039944903581266
2023-08-30,K001,Dataran Tinggi,50.4,1500,0,1210,174.23,23.2,False,72.6,2.399862258953168
2023-08-31,K001,Dataran Tinggi,50.6,1500,0,1209,182.09,26.2,False,72.54,2.510201268265784
2023-09-01,K001,Dataran Tinggi,50.7,1500,0,1209,189.66,21.2,False,72.54,2.614557485525227
2023-09-02,K001,Dataran Tinggi,50.9,1500,0,1208,174.04,26.8,False,72.48,2.4012141280353196
2023-09-03,K001,Dataran Tinggi,51.0,1500,0,1208,190.63,23.0,False,72.48,2.630104856512141
2023-09-04,K001,Dataran Tinggi,51.1,1500,0,1208,167.97,22.9,False,72.48,2.3174668874172184
2023-09-05,K001,Dataran Tinggi,51.3,1500,0,1207,187.11,23.3,False,72.42,2.583678541839271
2023-09-06,K001,Dataran Tinggi,51.4,1500,0,1207,187.24,24.7,False,72.42,2.5854736260701463
2023-09-07,K001,Dataran Tinggi,51.6,1500,0,1206,184.07,23.9,False,72.36,2.5438087341072415
2023-09-08,K001,Dataran Tinggi,51.7,1500,0,1206,188.77,24.2,False,72.36,2.6087617468214486
2023-09-09,K001,Dataran Tinggi,51.9,1500,0,1206,165.15,21.6,False,72.36,2.2823383084577116
2023-09-10,K001,Dataran Tinggi,52.0,1500,0,1205,167.6,23.1,False,72.3,2.318118948824343
2023-09-11,K001,Dataran Tinggi,52.1,1500,0,1205,169.61,25.0,False,72.3,2.345919778699862
2023-09-12,K001,Dataran Tinggi,52.3,1500,0,1204,162.04,21.6,False,72.24,2.2430786267995573
